100,1000,5000,10000,15000,20000
3137.0,312537.0,7716971.0,31532714.0,69706677.0,124695112.0
3552.0,310267.0,7833033.0,31639024.0,69194483.0,123075574.0
3174.0,311418.0,7844644.0,31552143.0,70591555.0,122990731.0
3551.0,301883.0,7620568.0,31727651.0,70053948.0,124977527.0
3060.0,304903.0,7565546.0,31385767.0,71024850.0,125238540.0
3144.0,323354.0,7941177.0,30529744.0,69313008.0,123557926.0
3096.0,313418.0,7771559.0,30937393.0,69557865.0,125312861.0
3096.0,311707.0,7518553.0,31838753.0,69603122.0,124347591.0
3208.0,314288.0,7905370.0,31557894.0,70024096.0,122463249.0
3305.0,320195.0,7625835.0,30909969.0,69968017.0,124867397.0
3434.0,319993.0,8005071.0,31095214.0,69715484.0,125304344.0
4065.0,321270.0,7702335.0,31811948.0,70011780.0,123838596.0
3544.0,311461.0,7843598.0,30207024.0,70559541.0,123273331.0
3041.0,300844.0,7780499.0,31156010.0,70524524.0,123625775.0
3335.0,276584.0,8000364.0,31032741.0,69738057.0,124620367.0
2917.0,299059.0,7978981.0,31302327.0,71396234.0,124698036.0
3458.0,331683.0,7933334.0,31328506.0,69904040.0,124094647.0
3208.0,293297.0,7634487.0,31233408.0,71035935.0,124897993.0
3386.0,316818.0,7743917.0,30905047.0,70317576.0,123882940.0
2621.0,308751.0,7572330.0,30604175.0,68396151.0,123490709.0
3742.0,323813.0,7774983.0,31137473.0,71283449.0,127330921.0
2828.0,311761.0,7929296.0,31051452.0,69498456.0,124491358.0
3029.0,305984.0,7435663.0,30753280.0,67502236.0,124696427.0
3120.0,322437.0,7808596.0,31493930.0,68700837.0,125829008.0
2992.0,300898.0,7864218.0,30502893.0,69991456.0,122214893.0
3164.0,306902.0,7757689.0,31797299.0,70065865.0,125928983.0
3123.0,321215.0,7455121.0,30519538.0,69309311.0,125174467.0
3511.0,325838.0,7816191.0,31150879.0,69540785.0,122948998.0
2987.0,337375.0,7967156.0,31276583.0,70047069.0,123370466.0
3196.0,319929.0,7683757.0,31196354.0,70482854.0,124093022.0
2889.0,292897.0,7856536.0,31199759.0,70416307.0,123840738.0
3382.0,311494.0,7659089.0,31271553.0,70367372.0,124644436.0
3468.0,297008.0,7608075.0,30724057.0,69103676.0,124848658.0
3736.0,296575.0,7678623.0,31375540.0,70825005.0,125745273.0
2441.0,319880.0,7598613.0,30652056.0,69431717.0,124859071.0
3031.0,308509.0,7565882.0,30417955.0,69403428.0,122433015.0
3709.0,301823.0,7720567.0,32145902.0,68996161.0,124797398.0
3042.0,293682.0,7438515.0,30942509.0,69907557.0,123078615.0
3448.0,321866.0,7849777.0,31128412.0,69088429.0,124682630.0
1507.0,324610.0,7907583.0,31093244.0,70540171.0,124355505.0
3291.0,297828.0,7772399.0,31857642.0,69883132.0,123945744.0
3235.0,289163.0,7685430.0,30873411.0,69854953.0,126022773.0
3364.0,333038.0,7848774.0,31745563.0,69968665.0,124005736.0
3139.0,310886.0,7764858.0,30679766.0,69487778.0,122233674.0
2575.0,316301.0,7836509.0,30692651.0,70460568.0,124162478.0
3112.0,320012.0,7805609.0,31061089.0,69185307.0,123992927.0
2548.0,349825.0,7508270.0,31742079.0,70360217.0,124498184.0
3133.0,320398.0,7770282.0,31118424.0,70311546.0,123736098.0
2858.0,307504.0,7804736.0,30362172.0,69166872.0,124268248.0
3693.0,318239.0,7618511.0,30660831.0,69498238.0,123070255.0
2700.0,312712.0,7816539.0,31295559.0,69302004.0,126108557.0
3002.0,301228.0,7510720.0,31183338.0,69392405.0,123934511.0
3503.0,332173.0,7797706.0,31296687.0,69585669.0,123243426.0
3562.0,334691.0,7849620.0,30398085.0,70065688.0,123809836.0
2963.0,303139.0,7889921.0,31264772.0,70126357.0,122881641.0
2742.0,313036.0,7773434.0,30482466.0,70211395.0,123785012.0
3558.0,303251.0,7767149.0,30933499.0,69577910.0,124452652.0
3317.0,306251.0,7767392.0,31304097.0,68721281.0,123757794.0
2953.0,316658.0,7512307.0,30699523.0,69760211.0,122644215.0
2849.0,294684.0,7777882.0,31208091.0,70068444.0,122432852.0
3404.0,294753.0,7896873.0,31334070.0,70263856.0,125740062.0
3543.0,312156.0,7889951.0,30770879.0,69517170.0,120936457.0
3289.0,323584.0,7861170.0,30819588.0,71205478.0,125400643.0
2723.0,317894.0,7742743.0,31036238.0,68159893.0,124365742.0
3013.0,308514.0,8027760.0,30525665.0,71863576.0,125068515.0
3553.0,299140.0,7797607.0,31396757.0,70856750.0,123479378.0
3435.0,311039.0,7731413.0,31196040.0,70558208.0,123818657.0
3446.0,314805.0,8057556.0,31760713.0,68843084.0,123329420.0
2872.0,306681.0,7566723.0,31516282.0,69862089.0,124191783.0
2986.0,302085.0,7828753.0,30674360.0,70765809.0,123608498.0
3144.0,321096.0,7832881.0,31338715.0,71378552.0,123027211.0
3123.0,321308.0,7842758.0,31316146.0,68439202.0,123603036.0
3308.0,321701.0,7897589.0,31102260.0,69705396.0,123239337.0
3733.0,309060.0,7930445.0,31197203.0,69698532.0,123210697.0
3095.0,313769.0,7869663.0,30674894.0,69972063.0,124848317.0
3373.0,285156.0,7786591.0,30572786.0,71185931.0,124437577.0
3335.0,317509.0,7699814.0,31084841.0,68957027.0,125234814.0
2648.0,286867.0,7843534.0,30176000.0,70202473.0,123382634.0
2961.0,314818.0,7523235.0,30479801.0,68866626.0,124288816.0
2746.0,327802.0,7774373.0,30680228.0,70629878.0,124285919.0
3473.0,318861.0,7890611.0,30776132.0,70263152.0,123367924.0
3398.0,308167.0,7655212.0,31268933.0,70292555.0,123113452.0
3365.0,309416.0,7895719.0,31661653.0,69559033.0,124512826.0
2689.0,298917.0,7772285.0,31679328.0,69206501.0,124433135.0
2945.0,293721.0,7697824.0,30365574.0,70402363.0,123901797.0
2763.0,311270.0,7998271.0,30909885.0,70584129.0,125440917.0
2397.0,324170.0,7677034.0,31911579.0,71282768.0,125307749.0
3684.0,305281.0,8123223.0,31254278.0,69794292.0,123489334.0
2706.0,313729.0,7842296.0,31414055.0,69745727.0,125145530.0
3209.0,300448.0,7872081.0,31874365.0,70444699.0,122806775.0
3265.0,337657.0,7667892.0,31078859.0,70423820.0,123809390.0
3422.0,302607.0,7860445.0,31260111.0,69138810.0,124622545.0
3419.0,305670.0,7656035.0,30134191.0,70652090.0,125154057.0
3313.0,311100.0,7764258.0,31463382.0,69978888.0,125506490.0
3228.0,294094.0,7667714.0,30753371.0,70183314.0,123502002.0
3449.0,305845.0,7531375.0,31636985.0,70187213.0,125372202.0
2881.0,294639.0,7907773.0,31134985.0,69513616.0,123153031.0
3123.0,332970.0,7888364.0,31605242.0,70235686.0,124985207.0
3319.0,297888.0,7780858.0,30772502.0,70240335.0,123978471.0
